번호,지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191208,SK에너지,셀프,1792,1640,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191209,SK에너지,셀프,1792,1640,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191210,SK에너지,셀프,1792,1640,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191211,SK에너지,셀프,1792,1640,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191212,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191213,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191214,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191215,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191216,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191217,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191218,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191219,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191220,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191221,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191222,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191223,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191224,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191225,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191226,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191227,SK에너지,셀프,1802,1657,1495,0
